,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
88,668,0,0.5,1,0.0,0.0,3.0,0.1,155.0,5.0,13.0,666.0,1203.0,2746.0,9.0,5.0,8,1,1,1,2
1874,1083,1,2.9,1,1.0,1.0,39.0,1.0,173.0,8.0,2.0,523.0,542.0,3248.0,8.0,6.0,6,1,0,1,2
1312,1142,1,1.1,0,0.0,1.0,6.0,0.5,198.0,4.0,0.0,739.0,1766.0,1273.0,19.0,0.0,6,1,0,0,1
51,1760,0,1.4,1,5.0,0.0,63.0,0.8,127.0,8.0,19.0,1382.0,1383.0,2053.0,19.0,12.0,16,0,1,0,2
368,1864,0,1.4,0,8.0,1.0,46.0,0.7,178.0,1.0,12.0,168.0,981.0,2686.0,11.0,7.0,18,1,1,1,2
1468,1425,1,0.6,0,0.0,1.0,33.0,0.5,89.0,3.0,2.0,396.0,1648.0,3771.0,10.0,3.0,9,1,0,1,3
1777,843,0,1.3,1,1.0,0.0,16.0,0.9,119.0,7.0,4.0,593.0,732.0,1734.0,17.0,8.0,14,0,0,1,1
1991,1882,0,2.0,0,11.0,1.0,44.0,0.8,113.0,8.0,19.0,4.0,743.0,3579.0,19.0,8.0,20,1,1,0,3
1951,1327,0,2.8,0,10.0,0.0,23.0,0.5,89.0,7.0,16.0,441.0,1721.0,872.0,7.0,5.0,4,1,1,1,0
599,1835,1,2.3,0,4.0,1.0,11.0,0.1,193.0,7.0,13.0,385.0,583.0,448.0,18.0,17.0,14,1,0,0,0
982,1035,0,0.6,1,2.0,1.0,44.0,0.5,99.0,3.0,3.0,236.0,1960.0,3506.0,14.0,5.0,12,1,1,0,3
849,1286,1,2.3,0,10.0,1.0,16.0,0.1,98.0,2.0,18.0,18.0,662.0,424.0,10.0,5.0,4,1,1,0,0
724,696,0,0.5,0,6.0,0.0,51.0,0.3,197.0,3.0,8.0,649.0,907.0,2630.0,18.0,8.0,9,0,0,1,1
765,733,0,2.1,0,5.0,1.0,7.0,0.2,174.0,7.0,10.0,445.0,1409.0,1403.0,15.0,8.0,2,1,1,0,0
1223,514,1,1.6,0,7.0,1.0,37.0,0.1,172.0,1.0,9.0,956.0,1723.0,3392.0,12.0,8.0,5,1,1,1,3
329,972,1,0.5,1,5.0,0.0,13.0,0.4,193.0,5.0,8.0,1392.0,1795.0,1615.0,11.0,6.0,13,0,1,0,1
1678,854,0,1.0,0,5.0,1.0,17.0,0.9,101.0,4.0,9.0,730.0,1148.0,3115.0,7.0,0.0,2,1,0,0,2
1853,1702,1,0.5,1,8.0,0.0,2.0,0.6,185.0,6.0,19.0,921.0,1351.0,435.0,12.0,9.0,3,0,1,1,0
1809,683,1,2.1,0,7.0,0.0,30.0,0.1,197.0,7.0,8.0,927.0,1135.0,2066.0,9.0,0.0,15,0,0,0,1
386,1138,0,1.4,0,12.0,1.0,44.0,0.2,187.0,8.0,17.0,111.0,1138.0,3475.0,19.0,3.0,3,1,0,0,3
1868,1766,1,0.5,1,1.0,1.0,22.0,0.8,122.0,8.0,4.0,291.0,1318.0,3297.0,7.0,5.0,16,1,0,0,3
836,902,1,0.6,1,0.0,0.0,63.0,0.7,122.0,5.0,14.0,364.0,1360.0,3654.0,18.0,8.0,15,0,1,1,3
1713,1083,1,1.4,1,2.0,1.0,49.0,0.8,156.0,5.0,9.0,295.0,503.0,1338.0,16.0,8.0,5,1,1,1,0
489,1138,0,1.1,0,5.0,1.0,48.0,0.6,109.0,3.0,14.0,233.0,1777.0,2048.0,6.0,0.0,18,1,1,1,2
1807,713,0,1.4,1,4.0,0.0,53.0,0.8,98.0,1.0,17.0,123.0,1477.0,1462.0,19.0,18.0,13,1,0,1,0
975,892,1,0.5,0,0.0,1.0,47.0,0.4,94.0,1.0,18.0,655.0,1782.0,1241.0,12.0,3.0,9,1,0,1,1
780,1042,0,2.2,0,15.0,1.0,11.0,0.6,139.0,5.0,16.0,68.0,1018.0,2826.0,18.0,0.0,2,1,0,0,2
959,1569,0,0.5,1,3.0,0.0,33.0,0.2,147.0,1.0,13.0,519.0,930.0,3538.0,18.0,1.0,15,1,0,1,3
1045,531,0,1.1,0,10.0,0.0,63.0,0.7,189.0,7.0,14.0,145.0,1903.0,2958.0,17.0,1.0,19,0,1,0,2
1758,581,0,0.6,0,5.0,1.0,56.0,0.2,180.0,2.0,10.0,523.0,565.0,354.0,10.0,4.0,13,1,1,1,0
1192,1030,1,0.5,0,4.0,1.0,37.0,0.7,147.0,1.0,8.0,503.0,551.0,2800.0,8.0,6.0,12,1,0,1,2
1976,1201,1,0.5,0,2.0,0.0,10.0,1.0,99.0,7.0,7.0,306.0,558.0,495.0,15.0,6.0,14,1,1,1,0
1458,1368,0,0.5,0,10.0,1.0,42.0,0.2,91.0,1.0,20.0,907.0,925.0,1590.0,12.0,0.0,14,1,0,0,1
266,1876,0,0.5,0,10.0,1.0,40.0,0.3,86.0,6.0,14.0,546.0,1564.0,2513.0,10.0,8.0,16,1,1,0,3
548,641,1,1.1,0,0.0,1.0,7.0,0.9,192.0,1.0,3.0,417.0,759.0,3595.0,7.0,5.0,19,1,1,1,2
640,600,0,0.5,0,0.0,0.0,14.0,0.8,112.0,5.0,2.0,320.0,747.0,1655.0,18.0,0.0,9,0,0,0,0
972,1330,0,0.9,0,6.0,1.0,52.0,0.8,84.0,4.0,12.0,462.0,1304.0,3269.0,19.0,6.0,8,1,1,0,3
472,1077,0,2.5,1,0.0,1.0,45.0,1.0,174.0,3.0,4.0,897.0,1304.0,1965.0,6.0,2.0,6,1,1,0,1
1638,667,0,2.6,1,3.0,0.0,8.0,0.8,185.0,1.0,7.0,1015.0,1947.0,2528.0,11.0,8.0,8,0,1,0,2
292,1995,1,1.9,0,6.0,0.0,9.0,0.8,139.0,6.0,,,1963.0,1203.0,14.0,12.0,18,1,1,1,2
916,816,1,0.5,0,4.0,0.0,14.0,0.9,198.0,3.0,13.0,149.0,558.0,1018.0,17.0,10.0,15,1,0,0,0
318,508,0,0.8,0,7.0,1.0,42.0,0.3,94.0,1.0,8.0,39.0,557.0,663.0,13.0,12.0,7,1,0,0,0
1504,1731,1,1.4,1,4.0,1.0,4.0,0.5,163.0,6.0,18.0,809.0,1988.0,3892.0,5.0,1.0,4,1,1,1,3
1674,1945,0,1.2,0,3.0,0.0,26.0,0.7,112.0,6.0,5.0,1064.0,1540.0,3322.0,18.0,7.0,20,0,0,1,3
1866,907,1,2.6,1,7.0,0.0,44.0,0.2,160.0,3.0,12.0,144.0,896.0,3911.0,13.0,6.0,8,0,0,0,3
1952,797,1,1.5,1,4.0,0.0,18.0,0.6,81.0,8.0,20.0,888.0,1466.0,2052.0,9.0,3.0,14,1,1,1,1
858,1878,1,0.5,0,9.0,0.0,29.0,0.6,85.0,8.0,19.0,210.0,1026.0,1334.0,18.0,7.0,2,0,0,0,1
309,1997,1,1.8,1,1.0,0.0,40.0,0.5,185.0,4.0,8.0,866.0,1212.0,1655.0,7.0,6.0,15,1,0,0,2
1732,681,0,0.5,1,12.0,1.0,17.0,0.9,194.0,5.0,19.0,371.0,1702.0,2548.0,6.0,1.0,5,1,0,1,2
458,664,0,1.2,1,0.0,0.0,28.0,0.9,106.0,5.0,5.0,754.0,1497.0,2042.0,17.0,15.0,19,1,1,0,1
535,1185,0,1.9,0,0.0,0.0,31.0,0.4,152.0,8.0,7.0,837.0,1642.0,2447.0,16.0,2.0,3,1,1,1,2
568,1288,0,2.8,1,15.0,0.0,50.0,0.1,121.0,2.0,20.0,1177.0,1809.0,3129.0,17.0,6.0,2,0,0,0,3
409,1726,1,0.9,1,2.0,0.0,51.0,0.6,193.0,4.0,3.0,379.0,1223.0,2239.0,13.0,9.0,13,1,0,1,2
1974,915,1,0.5,1,9.0,1.0,33.0,0.3,199.0,2.0,16.0,503.0,986.0,2156.0,7.0,3.0,13,1,1,0,1
773,1760,0,1.9,0,1.0,1.0,50.0,0.8,198.0,1.0,2.0,273.0,1704.0,2549.0,10.0,8.0,4,1,1,0,2
312,894,0,0.5,1,1.0,1.0,50.0,0.5,199.0,3.0,14.0,1285.0,1462.0,3615.0,13.0,0.0,6,1,0,1,3
1336,1811,1,2.5,0,4.0,1.0,5.0,0.6,98.0,4.0,16.0,447.0,568.0,2700.0,13.0,7.0,8,1,1,1,2
668,1677,0,1.8,1,4.0,0.0,11.0,0.7,124.0,6.0,8.0,271.0,1477.0,3771.0,15.0,6.0,12,1,0,0,3
38,790,0,2.0,1,16.0,1.0,11.0,0.3,87.0,6.0,17.0,347.0,730.0,3169.0,6.0,1.0,2,1,0,1,2
1081,530,1,2.6,0,1.0,0.0,40.0,0.9,118.0,6.0,2.0,818.0,1090.0,1229.0,16.0,11.0,2,0,1,0,0
1626,841,0,0.5,0,6.0,1.0,11.0,0.3,81.0,5.0,14.0,125.0,675.0,957.0,6.0,5.0,11,1,1,0,0
1380,1811,0,2.9,0,0.0,0.0,33.0,0.2,132.0,8.0,2.0,1099.0,1553.0,2610.0,8.0,3.0,13,1,1,0,3
887,1059,0,0.5,1,0.0,0.0,50.0,0.7,182.0,8.0,1.0,519.0,1545.0,619.0,5.0,3.0,18,0,1,1,0
1923,1056,1,2.1,1,8.0,1.0,37.0,0.7,101.0,3.0,11.0,914.0,979.0,2651.0,15.0,5.0,3,1,1,1,2
810,691,1,2.7,1,4.0,1.0,33.0,0.9,108.0,4.0,8.0,951.0,962.0,424.0,5.0,3.0,15,1,1,1,0
19,682,1,0.5,0,4.0,0.0,19.0,1.0,121.0,4.0,11.0,902.0,1064.0,2337.0,11.0,1.0,18,0,1,1,1
921,1624,1,2.6,1,0.0,0.0,58.0,1.0,200.0,3.0,11.0,1530.0,1744.0,1251.0,13.0,4.0,18,0,1,1,1
877,1444,0,0.6,0,2.0,0.0,48.0,0.5,82.0,5.0,17.0,1092.0,1554.0,2540.0,17.0,2.0,15,1,1,1,3
148,1216,0,3.0,0,4.0,0.0,47.0,0.4,199.0,3.0,7.0,1852.0,1967.0,2268.0,13.0,5.0,4,0,1,1,2
830,571,0,0.6,0,1.0,1.0,43.0,0.5,141.0,3.0,8.0,224.0,783.0,2587.0,7.0,5.0,18,1,0,0,1
1394,1004,0,1.6,1,0.0,1.0,30.0,1.0,160.0,8.0,1.0,62.0,581.0,1012.0,7.0,4.0,13,1,1,1,0
175,946,0,1.7,1,8.0,1.0,25.0,0.8,143.0,6.0,15.0,650.0,1740.0,2177.0,7.0,5.0,13,1,1,1,2
1364,1012,0,0.5,1,4.0,0.0,39.0,0.1,161.0,4.0,6.0,882.0,1195.0,2802.0,8.0,0.0,10,1,1,0,2
221,660,0,0.5,0,5.0,1.0,40.0,0.5,111.0,2.0,10.0,262.0,1178.0,588.0,6.0,5.0,18,1,1,1,0
1528,1028,1,2.8,0,1.0,1.0,30.0,0.1,193.0,1.0,10.0,1801.0,1923.0,1424.0,18.0,4.0,13,1,0,1,1
1399,672,0,0.5,0,7.0,1.0,35.0,0.1,99.0,8.0,17.0,574.0,1267.0,1403.0,16.0,7.0,6,1,0,0,0
1369,818,0,0.5,1,2.0,1.0,23.0,0.2,192.0,5.0,17.0,586.0,1552.0,2518.0,19.0,12.0,3,1,1,0,2
1157,1587,1,0.5,0,0.0,0.0,50.0,0.9,148.0,8.0,15.0,299.0,874.0,461.0,17.0,4.0,4,1,0,1,0
708,977,1,2.8,1,2.0,0.0,35.0,0.6,165.0,2.0,15.0,1502.0,1862.0,3714.0,19.0,3.0,10,0,1,1,3
659,966,1,0.6,0,9.0,1.0,50.0,0.2,117.0,4.0,10.0,1446.0,1754.0,2574.0,10.0,1.0,5,1,0,1,2
2,563,1,0.5,1,2.0,1.0,41.0,0.9,145.0,5.0,6.0,1263.0,1716.0,2603.0,11.0,2.0,9,1,1,0,2
788,1501,0,1.1,0,12.0,1.0,2.0,0.2,187.0,1.0,15.0,198.0,1056.0,2487.0,13.0,12.0,16,1,1,1,2
275,1220,0,2.9,0,3.0,0.0,62.0,0.5,125.0,4.0,8.0,403.0,1933.0,2589.0,19.0,11.0,15,1,1,1,2
1744,731,1,0.5,1,0.0,1.0,28.0,0.5,130.0,8.0,0.0,424.0,1032.0,1774.0,12.0,8.0,10,1,0,0,1
1322,808,0,1.9,0,7.0,0.0,20.0,0.8,185.0,6.0,14.0,496.0,974.0,1471.0,13.0,4.0,11,0,1,0,0
1595,1206,0,3.0,1,10.0,1.0,30.0,0.6,127.0,3.0,13.0,1581.0,1713.0,1825.0,7.0,1.0,4,1,0,1,2
1591,1830,0,0.5,0,0.0,0.0,7.0,0.9,191.0,6.0,12.0,460.0,1583.0,2334.0,8.0,7.0,14,0,1,0,2
1093,1403,1,2.5,1,3.0,0.0,62.0,0.9,90.0,4.0,13.0,217.0,1623.0,921.0,14.0,13.0,18,1,0,0,0
550,1408,1,2.1,1,10.0,0.0,45.0,0.9,89.0,5.0,14.0,613.0,1088.0,3952.0,8.0,6.0,3,0,0,1,3
467,1433,0,1.6,0,7.0,0.0,4.0,0.7,133.0,8.0,11.0,281.0,799.0,258.0,11.0,9.0,4,1,1,1,0
411,1582,0,2.8,0,2.0,1.0,44.0,0.5,112.0,6.0,13.0,1486.0,1797.0,3890.0,17.0,10.0,10,1,1,1,3
1718,637,1,0.8,1,2.0,0.0,28.0,0.6,194.0,4.0,6.0,1080.0,1289.0,2725.0,15.0,10.0,7,0,0,0,2
1229,1215,0,1.0,0,4.0,0.0,16.0,0.1,130.0,4.0,8.0,454.0,1473.0,2632.0,7.0,1.0,15,0,0,1,2
1407,1617,0,1.5,0,1.0,1.0,63.0,0.7,111.0,2.0,10.0,274.0,1079.0,2754.0,19.0,10.0,8,1,1,1,2
693,986,1,1.5,0,1.0,1.0,23.0,0.8,183.0,8.0,3.0,471.0,800.0,2385.0,16.0,9.0,19,1,0,0,1
1269,1512,0,0.6,1,1.0,1.0,54.0,0.4,134.0,3.0,2.0,220.0,1838.0,3366.0,7.0,3.0,11,1,0,1,3
776,827,0,1.1,1,2.0,1.0,18.0,0.9,160.0,2.0,16.0,448.0,821.0,1663.0,14.0,0.0,17,1,1,1,0
897,1549,1,0.5,0,4.0,0.0,8.0,0.4,158.0,5.0,7.0,721.0,1514.0,1998.0,12.0,7.0,15,1,1,0,2
1309,1433,1,2.3,0,2.0,1.0,5.0,0.1,129.0,5.0,11.0,420.0,784.0,2132.0,18.0,15.0,19,1,0,1,1
512,1678,1,2.3,1,11.0,0.0,7.0,0.5,192.0,1.0,14.0,418.0,1763.0,574.0,5.0,3.0,19,1,0,0,0
547,1117,1,0.6,1,0.0,0.0,31.0,0.2,146.0,2.0,7.0,1258.0,1627.0,2003.0,8.0,7.0,14,0,1,1,2
435,954,1,0.5,0,0.0,0.0,50.0,0.3,134.0,2.0,11.0,228.0,1058.0,438.0,17.0,0.0,2,1,0,0,0
1078,1312,1,0.8,1,0.0,0.0,24.0,0.9,156.0,6.0,0.0,115.0,1791.0,3833.0,14.0,13.0,17,0,1,0,3
947,907,0,1.4,1,3.0,0.0,42.0,0.2,151.0,1.0,16.0,171.0,507.0,584.0,11.0,9.0,6,1,0,0,0
597,561,1,1.0,0,0.0,0.0,11.0,0.1,163.0,8.0,10.0,492.0,1176.0,3421.0,16.0,2.0,5,1,1,1,2
701,1717,1,1.3,0,1.0,0.0,62.0,0.7,130.0,1.0,3.0,609.0,810.0,3226.0,6.0,4.0,5,0,1,0,3
744,1782,1,2.8,1,6.0,1.0,58.0,0.8,157.0,1.0,13.0,867.0,999.0,2405.0,15.0,0.0,16,1,0,1,2
505,1846,1,0.6,0,1.0,0.0,19.0,0.7,159.0,1.0,2.0,83.0,773.0,1333.0,15.0,6.0,11,0,1,1,1
1385,1805,1,0.5,0,0.0,0.0,29.0,0.2,182.0,4.0,2.0,758.0,891.0,1276.0,19.0,4.0,17,0,1,0,1
151,742,0,2.2,1,4.0,0.0,56.0,0.2,190.0,7.0,14.0,577.0,1359.0,3557.0,16.0,11.0,12,0,1,1,3
1830,958,1,1.6,0,9.0,1.0,60.0,0.4,200.0,1.0,12.0,730.0,751.0,1417.0,10.0,4.0,19,1,0,1,0
1873,1442,0,0.6,1,1.0,0.0,27.0,0.4,127.0,5.0,8.0,266.0,642.0,991.0,14.0,8.0,7,1,0,0,0
1335,511,1,3.0,1,5.0,1.0,34.0,0.9,125.0,8.0,13.0,149.0,1285.0,3265.0,14.0,7.0,14,1,0,0,2
1506,848,1,1.5,1,4.0,1.0,36.0,0.3,151.0,4.0,16.0,56.0,527.0,2289.0,10.0,2.0,19,1,1,1,1
40,1347,0,2.9,0,5.0,0.0,44.0,0.6,132.0,1.0,14.0,434.0,967.0,2484.0,18.0,2.0,11,1,0,1,2
657,1778,0,1.4,1,3.0,1.0,45.0,1.0,132.0,4.0,17.0,88.0,516.0,1624.0,15.0,13.0,9,1,1,0,1
1352,798,1,0.5,1,7.0,0.0,2.0,0.8,148.0,2.0,15.0,497.0,627.0,3593.0,14.0,9.0,3,0,1,0,2
1535,600,1,1.8,0,9.0,1.0,6.0,0.8,199.0,2.0,15.0,486.0,1032.0,3495.0,17.0,4.0,7,1,1,0,2
1828,1576,1,2.2,0,8.0,0.0,5.0,0.7,139.0,3.0,17.0,258.0,789.0,3904.0,5.0,1.0,7,1,1,1,3
345,654,1,1.3,0,0.0,1.0,52.0,0.7,196.0,4.0,4.0,1715.0,1898.0,1036.0,17.0,4.0,13,1,0,0,1
1196,1735,0,1.8,1,16.0,0.0,34.0,0.1,140.0,2.0,17.0,149.0,876.0,2392.0,17.0,15.0,19,1,0,1,2
1128,1671,0,0.5,1,13.0,0.0,5.0,0.9,179.0,8.0,18.0,398.0,1263.0,815.0,16.0,6.0,10,1,1,1,0
883,1918,0,2.8,0,1.0,0.0,22.0,0.3,139.0,1.0,5.0,381.0,1203.0,1369.0,9.0,6.0,6,0,1,1,1
1125,1106,1,1.9,0,4.0,0.0,54.0,0.7,107.0,3.0,9.0,614.0,1212.0,2674.0,9.0,3.0,9,1,0,1,2
496,1554,1,0.5,1,11.0,0.0,5.0,1.0,124.0,3.0,12.0,395.0,1579.0,3635.0,7.0,4.0,18,0,0,0,3
520,1875,1,0.5,1,11.0,1.0,55.0,0.7,91.0,1.0,17.0,1802.0,1942.0,2712.0,7.0,2.0,6,1,0,1,3
1965,659,0,1.4,1,2.0,1.0,3.0,0.1,85.0,8.0,6.0,190.0,657.0,967.0,10.0,1.0,14,1,0,1,0
250,893,0,2.5,1,0.0,0.0,55.0,0.6,183.0,2.0,1.0,417.0,946.0,2986.0,7.0,1.0,6,0,1,1,2
1383,1763,0,0.5,1,12.0,0.0,10.0,0.2,184.0,3.0,19.0,238.0,1893.0,792.0,17.0,12.0,13,1,0,1,0
245,1373,1,1.0,1,2.0,0.0,50.0,0.2,127.0,7.0,12.0,105.0,673.0,3800.0,8.0,3.0,14,1,0,0,3
603,1770,0,2.3,1,0.0,0.0,7.0,0.8,128.0,7.0,6.0,886.0,1552.0,1480.0,6.0,1.0,17,1,0,0,1
576,587,1,2.3,1,4.0,0.0,6.0,0.7,170.0,1.0,16.0,612.0,1793.0,2777.0,9.0,2.0,14,1,1,0,2
464,1067,1,2.4,1,3.0,1.0,40.0,0.6,122.0,8.0,15.0,494.0,1989.0,604.0,16.0,14.0,11,1,0,0,0
199,1905,0,0.6,1,9.0,1.0,36.0,0.4,119.0,3.0,20.0,825.0,1542.0,1287.0,13.0,4.0,16,1,0,0,1
1814,713,0,1.6,0,4.0,1.0,63.0,0.7,89.0,2.0,8.0,103.0,1760.0,2082.0,15.0,10.0,12,1,0,0,1
1457,840,0,0.9,1,6.0,0.0,33.0,0.7,150.0,6.0,7.0,1482.0,1591.0,2072.0,10.0,8.0,19,0,1,0,2
169,1569,0,2.8,1,17.0,0.0,44.0,0.3,110.0,4.0,20.0,45.0,1942.0,1260.0,9.0,2.0,17,1,0,0,1
1619,1641,0,1.1,0,6.0,0.0,48.0,0.7,97.0,8.0,7.0,224.0,1994.0,1695.0,13.0,6.0,17,1,0,1,2
168,1572,0,0.6,0,0.0,1.0,58.0,0.2,157.0,7.0,8.0,1109.0,1937.0,2462.0,12.0,8.0,10,1,0,0,3
400,1266,0,1.9,1,0.0,1.0,7.0,0.2,184.0,3.0,12.0,346.0,1468.0,2532.0,10.0,5.0,4,1,1,1,2
394,1945,0,1.6,1,0.0,1.0,57.0,0.3,195.0,4.0,1.0,743.0,1753.0,732.0,14.0,1.0,14,1,1,0,1
1432,630,0,2.0,0,9.0,1.0,14.0,0.5,180.0,8.0,13.0,66.0,1448.0,1212.0,12.0,8.0,12,1,0,0,0
1763,994,0,1.2,1,4.0,0.0,40.0,0.9,164.0,2.0,17.0,296.0,839.0,3104.0,17.0,7.0,11,0,0,0,2
1363,796,0,0.5,0,2.0,0.0,12.0,0.5,114.0,1.0,8.0,174.0,518.0,1075.0,7.0,3.0,2,0,1,0,0
7,1954,0,0.5,1,0.0,0.0,24.0,0.8,187.0,4.0,0.0,512.0,1149.0,700.0,16.0,3.0,5,1,1,1,0
1792,1777,0,2.2,1,0.0,0.0,15.0,0.2,100.0,4.0,7.0,553.0,874.0,1552.0,10.0,8.0,10,1,1,0,1
133,668,0,2.9,1,7.0,0.0,30.0,0.2,195.0,8.0,12.0,522.0,1056.0,2399.0,10.0,5.0,7,1,1,1,1
1252,917,1,0.5,0,1.0,1.0,31.0,0.5,88.0,6.0,2.0,423.0,909.0,3424.0,19.0,2.0,13,1,1,0,3
137,866,0,0.5,1,5.0,1.0,46.0,0.5,179.0,8.0,7.0,692.0,1686.0,3825.0,12.0,11.0,2,1,1,1,3
1168,1250,1,1.4,0,8.0,0.0,44.0,0.2,182.0,7.0,20.0,703.0,1011.0,1882.0,14.0,1.0,14,0,0,0,1
1709,1922,0,0.5,0,15.0,1.0,42.0,0.6,153.0,8.0,16.0,725.0,1882.0,3564.0,12.0,1.0,17,1,0,0,3
420,1456,1,0.5,1,7.0,0.0,7.0,0.4,105.0,5.0,12.0,823.0,1104.0,1587.0,6.0,5.0,20,1,0,1,1
456,1172,1,2.1,1,4.0,0.0,41.0,0.1,95.0,3.0,7.0,1314.0,1884.0,1107.0,7.0,3.0,5,0,0,0,1
1279,1602,0,0.6,0,12.0,0.0,58.0,0.4,170.0,1.0,13.0,1259.0,1746.0,3622.0,17.0,2.0,17,0,1,1,3
1833,1110,0,1.5,0,4.0,1.0,41.0,0.1,152.0,3.0,16.0,800.0,1455.0,2572.0,16.0,5.0,16,1,0,1,2
1348,1498,1,1.2,1,0.0,1.0,14.0,0.1,191.0,4.0,1.0,111.0,1167.0,577.0,14.0,12.0,12,1,1,0,0
1118,618,1,2.2,1,0.0,1.0,63.0,0.9,138.0,2.0,1.0,853.0,1781.0,2574.0,14.0,3.0,5,1,1,0,2
313,645,0,1.2,0,6.0,1.0,41.0,0.7,184.0,8.0,17.0,741.0,1130.0,714.0,18.0,2.0,13,1,1,0,0
1687,535,0,1.9,0,5.0,0.0,24.0,0.2,190.0,8.0,19.0,398.0,1775.0,524.0,9.0,3.0,4,0,0,0,0
1982,1784,0,1.6,0,4.0,0.0,41.0,0.4,164.0,6.0,20.0,610.0,1437.0,2313.0,14.0,1.0,11,0,1,0,2
781,1368,0,3.0,1,10.0,0.0,50.0,0.2,97.0,7.0,18.0,698.0,829.0,2496.0,13.0,6.0,5,0,1,1,2
1293,1702,0,1.0,0,7.0,0.0,36.0,0.1,177.0,5.0,9.0,1240.0,1931.0,1430.0,8.0,6.0,10,0,0,0,2
1795,527,0,0.7,1,4.0,0.0,53.0,0.9,128.0,1.0,11.0,67.0,1924.0,1302.0,13.0,7.0,13,0,0,0,0
1084,1836,0,1.1,1,0.0,0.0,14.0,0.7,104.0,5.0,1.0,168.0,1068.0,2469.0,18.0,6.0,7,1,1,1,2
1995,794,1,0.5,1,0.0,1.0,2.0,0.8,106.0,6.0,14.0,1222.0,1890.0,668.0,13.0,4.0,19,1,1,0,0
1113,1341,1,2.1,1,0.0,0.0,36.0,0.4,107.0,8.0,1.0,473.0,574.0,2200.0,18.0,14.0,15,0,1,0,1
660,568,0,2.0,0,1.0,0.0,36.0,0.3,179.0,3.0,4.0,181.0,1703.0,950.0,17.0,9.0,9,1,0,0,0
240,633,1,2.2,0,0.0,1.0,49.0,0.1,139.0,8.0,1.0,529.0,1009.0,3560.0,11.0,1.0,16,1,1,1,2
1558,769,0,0.5,1,12.0,1.0,54.0,0.2,112.0,4.0,19.0,1385.0,1780.0,941.0,15.0,8.0,20,1,0,1,0
459,513,1,0.5,0,6.0,1.0,44.0,0.1,186.0,4.0,12.0,619.0,867.0,1343.0,5.0,1.0,9,1,1,0,0
900,1005,0,0.5,0,0.0,0.0,46.0,0.4,133.0,8.0,17.0,176.0,1556.0,3884.0,17.0,0.0,20,0,1,1,3
1095,775,1,2.5,1,1.0,1.0,10.0,0.1,185.0,7.0,14.0,444.0,1555.0,1719.0,19.0,3.0,18,1,1,1,1
583,1813,1,0.6,1,0.0,1.0,5.0,0.2,198.0,3.0,8.0,338.0,1306.0,759.0,9.0,3.0,14,1,1,0,0
1612,1604,0,1.2,0,1.0,0.0,6.0,0.5,191.0,6.0,15.0,68.0,1042.0,3564.0,7.0,2.0,2,1,1,0,3
1727,1564,0,1.4,0,5.0,1.0,26.0,0.1,129.0,6.0,16.0,117.0,1115.0,3742.0,13.0,3.0,13,1,1,0,3
526,535,1,0.5,1,8.0,1.0,54.0,0.5,145.0,8.0,15.0,710.0,939.0,2674.0,14.0,8.0,10,1,0,0,2
1446,1142,1,1.4,1,6.0,0.0,6.0,0.7,190.0,8.0,8.0,534.0,855.0,663.0,12.0,4.0,5,0,1,1,0
215,1987,1,0.5,0,3.0,1.0,53.0,1.0,181.0,3.0,7.0,1052.0,1516.0,3117.0,18.0,5.0,8,1,1,1,3
905,989,1,2.0,0,4.0,0.0,17.0,0.2,166.0,3.0,19.0,256.0,1394.0,3892.0,18.0,7.0,19,1,1,0,3
448,1589,0,2.5,0,5.0,1.0,51.0,0.8,195.0,1.0,18.0,810.0,1743.0,2612.0,8.0,2.0,16,1,0,0,2
1682,1996,1,2.8,1,0.0,1.0,7.0,0.1,138.0,5.0,4.0,937.0,1083.0,1258.0,17.0,14.0,16,1,0,0,1
127,1564,0,2.3,0,4.0,1.0,25.0,0.5,189.0,6.0,17.0,1259.0,1965.0,1496.0,6.0,4.0,7,1,1,1,1
1089,605,0,1.5,0,9.0,1.0,18.0,0.9,162.0,2.0,14.0,329.0,656.0,2301.0,15.0,9.0,8,1,0,0,1
1077,1569,0,0.8,1,8.0,0.0,59.0,0.9,111.0,3.0,16.0,1261.0,1383.0,3672.0,15.0,2.0,15,1,0,1,3
303,1464,1,0.5,1,11.0,0.0,12.0,0.9,117.0,2.0,14.0,854.0,1168.0,3927.0,5.0,3.0,15,0,1,1,3
333,1723,1,1.0,0,1.0,1.0,7.0,0.6,126.0,3.0,17.0,384.0,1361.0,1213.0,5.0,0.0,16,1,1,1,1
299,1656,1,0.5,1,8.0,1.0,38.0,0.1,105.0,7.0,17.0,506.0,519.0,1499.0,12.0,8.0,19,1,0,1,1
1676,1125,1,2.7,0,10.0,0.0,23.0,0.4,117.0,1.0,14.0,774.0,939.0,1641.0,14.0,8.0,12,1,1,0,1
1845,1546,1,0.5,1,3.0,1.0,6.0,0.2,101.0,1.0,4.0,91.0,1317.0,3521.0,15.0,11.0,9,1,0,0,3
1110,745,1,0.6,1,5.0,0.0,35.0,0.8,102.0,8.0,10.0,89.0,1538.0,2459.0,14.0,1.0,16,1,1,0,1
1111,1735,1,1.9,1,0.0,1.0,59.0,0.7,148.0,6.0,0.0,137.0,846.0,3230.0,6.0,1.0,9,1,1,0,3
